function	callsite	destination	source	key_len	output_len	printable_score	text
0x1FB6A4	0x112C18	0x2B3D90	0x41CD9	29	10	1.000	/data/app
0x1FBF4C	0xDFD14	0x2B3E58	0x41E72	12	46	1.000	[SUSFS] 新版配置初始化完成，但有 
0x1FC60C	0xE0930	0x2B3EFC	0x41FD8	27	18	1.000	/susfs_config.xml
0x1FC958	0xE0B00	0x2B3F30	0x42056	25	29	1.000	已创建 SUS 配置文件: 
0x1FCA4C	0xE0B54	0x2B3F54	0x420BF	23	39	1.000	[ERROR] SUS 配置文件创建失败: 
0x1FCC04	0xE0D88	0x2B3F80	0x42110	30	57	1.000	[WARN] 检测到 SUS 配置文件损坏，已备份至: 
0x1FCDBC	0xE0DFC	0x2B3FC0	0x42196	11	38	1.000	已重建损坏的 SUS 配置文件: 
0x1FD0D0	0xE0E5C	0x2B3FEC	0x421FF	19	39	1.000	[ERROR] SUS 配置文件重建失败: 
0x1FD340	0xE108C	0x2B4018	0x42278	23	16	1.000	.bak.yhyc_merge
0x1FD880	0xE1208	0x2B404C	0x42341	9	36	1.000	[ERROR] SUS 配置项补齐失败: 
0x1FDBDC	0xE1B74	0x2B40A0	0x423FE	31	17	1.000	selinux_hide.log
0x1FDD8C	0xE1BA4	0x2B40B8	0x4244F	13	24	1.000	未找到 ksud，跳过
0x1FE1C8	0xE1C28	0x2B40D4	0x424AC	26	33	1.000	 feature check selinux_hide 2>&1
0x1FE518	0xE1D64	0x2B4120	0x4256D	29	12	1.000	unsupported
0x1FEA2C	0xE1EB8	0x2B4198	0x42672	10	34	1.000	selinux_hide unsupported，跳过
0x1FEBD8	0xE1F24	0x2B41C0	0x426BA	29	8	1.000	managed
0x1FEF30	0xE2054	0x2B4238	0x42797	11	40	1.000	selinux_hide managed，跳过直接 set
0x1FF040	0xE2114	0x2B4264	0x427E8	26	28	1.000	 feature set selinux_hide 1
0x1FF214	0xE21AC	0x2B4284	0x42837	13	59	1.000	[SELinux隐藏] 已执行开启 SELinux 修改隐藏命令
0x1FF9E0	0xE2398	0x2B4358	0x42998	31	45	1.000	feature set selinux_hide 1 返回非0，ret=
0x1FFAF8	0xE2418	0x2B438C	0x42A10	23	30	1.000	 feature save >/dev/null 2>&1
0x1FFBFC	0xE2558	0x2B43B0	0x42A82	20	47	1.000	[SELinux隐藏] 已保存 SELinux 隐藏配置
0x1FFF98	0xE25C0	0x2B43E4	0x42AE2	23	20	1.000	feature save 成功
0x2001EC	0xE2668	0x2B43FC	0x42B25	18	62	1.000	[SELinux隐藏] 保存配置失败；本次仍继续安装。
0x200434	0xE27FC	0x2B4440	0x42B90	12	27	1.000	feature save 失败，ret=
0x200538	0xE28C4	0x2B4460	0x42BDA	13	31	1.000	 feature get selinux_hide 2>&1
0x200A88	0xE2F38	0x2B44A8	0x42C81	29	34	1.000	/data/adb/tricky_store/target.txt
0x200CE4	0xE30E8	0x2B44D0	0x42CFB	29	14	1.000	pkg_list_size
0x200F28	0xE316C	0x2B44E4	0x42D5A	22	15	1.000	pkg_list_mtime
0x2011E4	0xE39E4	0x2B44F8	0x42DBD	22	50	1.000	KernelSU_越狱，已跳过 BL 包名列表更新
0x2016A4	0xE3A4C	0x2B4548	0x42E79	22	47	1.000	KernelSU_越狱，跳过 BL 包名列表更新
0x2018E0	0xE3AC0	0x2B457C	0x42EE7	26	47	1.000	BL 未解锁，已跳过 BL 包名列表更新
0x201A90	0xE3B18	0x2B45B0	0x42F45	14	44	1.000	BL 未解锁，跳过 BL 包名列表更新
0x201E28	0xE3C68	0x2B45E0	0x42F8F	26	48	1.000	BL包名列表未变化，已跳过重复更新
0x201F20	0xE3D00	0x2B4614	0x42FEA	13	55	1.000	packages.list 未变化，跳过 BL 包名列表更新
0x202270	0xE3E48	0x2B4674	0x430BB	8	92	1.000	awk '{print $1}' /data/system/packages.list > /data/adb/tricky_store/target.txt 2>/dev/null
0x2024D0	0xE3EF8	0x2B46D4	0x43135	31	27	1.000	BL包名列表更新完成
0x202694	0xE3F38	0x2B46F4	0x431AA	27	91	1.000	错误❌ BL包名列表更新失败！(请检查是否具有Root权限读取/data/system)
0x2028D4	0xE4160	0x2B4754	0x4323A	26	19	1.000	/system/build.prop
0x2029B0	0xE41DC	0x2B476C	0x4328E	19	33	1.000	ro.build.version.security_patch=
0x202B44	0xE45CC	0x2B4794	0x432FD	24	32	1.000	ro.build.version.security_patch
0x202D90	0xE5928	0x2B47B8	0x43372	17	42	1.000	/data/adb/tricky_store/security_patch.txt
0x20325C	0xE5D10	0x2B4824	0x4343D	11	36	1.000	目录不存在, 请先安装模块
0x2034F4	0xE5F98	0x2B4890	0x4350B	11	25	1.000	获取补丁日期失败
0x203880	0xE6080	0x2B48B0	0x4354B	19	54	1.000	TEES security_patch 失败：获取补丁日期失败
0x203B6C	0xE6218	0x2B48EC	0x435CA	11	27	1.000	补丁日期格式异常: 
0x203E94	0xE633C	0x2B4948	0x436AC	31	8	1.000	system=
0x204440	0xE65B0	0x2B4974	0x4377C	16	39	1.000	TEES security_patch 补丁写入失败
0x2047BC	0xE6720	0x2B49C8	0x4381C	21	39	1.000	已写入 TEES security_patch 补丁: 
0x204C44	0xE67E0	0x2B4A20	0x438D7	23	8	1.000	, boot=
0x204EAC	0xE6820	0x2B4A2C	0x43915	27	14	1.000	, vendor=prop
0x20512C	0xE6CD8	0x2B4A40	0x4397C	23	18	1.000	配置已更新: 
0x205408	0xE6E68	0x2B4A58	0x439B5	8	58	1.000	\n[YCYY] >>> 开始执行：隐藏应用列表配置更新
0x2055B8	0xE6E98	0x2B4A98	0x43A17	23	44	1.000	[YCYY] 正在从云端获取配置信息...
0x205954	0xE6ED8	0x2B4AC8	0x43A8A	26	5	1.000	YCYY
0x205B00	0xE6EFC	0x2B4AD4	0x43AE4	16	25	1.000	隐藏应用列表配置
0x205D14	0xE6F20	0x2B4AF4	0x43B44	27	52	1.000	[提示] 未发现可用的隐藏应用配置项。
0x205E18	0xE8490	0x2B4B2C	0x43BB9	25	56	1.000	\n[YXMY] >>> 开始执行：有效密钥 (Keybox) 更新
0x205FC8	0xE84DC	0x2B4B68	0x43C49	20	46	1.000	KernelSU_越狱，已跳过有效密钥更新
0x20617C	0xE8544	0x2B4B9C	0x43CB6	23	43	1.000	KernelSU_越狱，跳过有效密钥更新
0x2063C4	0xE8634	0x2B4BCC	0x43D0A	30	43	1.000	BL 未解锁，已跳过有效密钥更新
0x206498	0xE868C	0x2B4BFC	0x43D74	11	40	1.000	BL 未解锁，跳过有效密钥更新
0x206650	0xE86E0	0x2B4C28	0x43DB8	17	41	1.000	[YXMY] 正在获取云端密钥列表...
0x206D74	0xE9670	0x2B4C98	0x43E9C	23	10	1.000	pkill -f 
0x206F7C	0xE9630	0x2B4CA8	0x43EE2	31	13	1.000	/main --yhyc
0x207130	0xE0120	0x2B4CBC	0x43F1F	9	17	1.000	 >/dev/null 2>&1
0x2072EC	0xE96F4	0x2B4CD4	0x43F5D	9	39	1.000	pkill -f 'main --yhyc' >/dev/null 2>&1
0x2075D8	0xE9714	0x2B4D00	0x43FC1	24	8	1.000	sleep 1
0x2076C4	0xE9734	0x2B4D0C	0x44012	11	12	1.000	/service.sh
0x208620	0xE9B24	0x2B4D84	0x441FE	25	35	1.000	pgrep -f 'main --yhyc' | head -n 1
0x20871C	0xE9BA0	0x2B4DAC	0x44253	28	48	1.000	[重载模块] 主进程已重新运行，PID: 
0x2088B0	0xE9BFC	0x2B4DE0	0x442C6	15	88	1.000	[重载模块] 已尝试启动 service.sh，请稍后在 WebUI 查看主进程状态。
0x20899C	0xE9CD8	0x2B4E3C	0x4435A	27	63	1.000	[重载模块] 未找到 service.sh，无法启动主进程。
0x208B34	0xEA090	0x2B4E80	0x443E4	20	15	1.000	/proc/self/exe
0x208C44	0xEA8CC	0x2B4E94	0x44442	12	8	1.000	/update
0x20917C	0xEAF78	0x2B4EC0	0x444AF	11	2	1.000	a
0x20958C	0xEB350	0x2B4EE8	0x44537	25	61	1.000	fork 子进程已启动，等待安装主进程退出，pid=
0x209670	0xEB410	0x2B4F2C	0x445BC	30	30	1.000	安装主进程等待结果: 
0x2098C0	0xEB440	0x2B4F50	0x4460D	15	10	1.000	已退出
0x209ACC	0xEB458	0x2B4F60	0x4463D	23	40	1.000	等待超时，继续检测安装收尾
0x209BC8	0xEB540	0x2B4F8C	0x446B8	9	71	1.000	正式模块 module.prop 未就绪，放弃本次安装期自动重载
0x209CE4	0xEB65C	0x2B4FD8	0x44738	15	75	1.000	KernelSU 安装器收尾完成，fork 子进程开始直接调用 reload()
0x20A0EC	0xEB740	0x2B5028	0x447A4	28	43	1.000	fork 子进程直接调用 reload() 完成
0x20A368	0xEB794	0x2B5058	0x4481D	15	57	1.000	fork 子进程退出，安装期自动重载流程结束
0x20A6AC	0xEBD10	0x2B50E8	0x44911	10	60	1.000	fork 安装期重载子进程失败，fallback 直接重载
0x20A908	0xEBEB4	0x2B5128	0x44991	17	86	1.000	[重载模块] 检测到正在安装/更新 YH_YC，已切换为 fork 延迟重载。
0x20ADDC	0xEBF88	0x2B5200	0x44ADB	27	47	1.000	已 fork 安装期延迟重载子进程，pid=
0x20AF64	0xEB97C	0x2B5234	0x44B62	15	56	1.000	当前不是 KernelSU_越狱，已跳过重载模块。
0x20B260	0xEBA04	0x2B5270	0x44BDA	19	3045	1.000	IyEvc3lzdGVtL2Jpbi9zaAoKV09SS19ESVI9Ii9kYXRhL2FkYi9ZSC9ZSF9ZQy90bXAvbWoiClRNUF9BUEs9IiRXT1JLX0RJUi9fbWdyX3RtcC5hcGsiCiMg5bCG6ZSB5paH5Lu255uu5b2V5pS55Zue5a6J5YWo5Yy6Ck1PRF9MT0NLX0RJUj0iJFdPUktfRElSL21vZF9sb2NrcyIKCiMg5qC45b+D5a6J5YWo5py65Yi277ya5peg6K665Y+R55Sf5LuA5LmI77yM6YCA5Ye65pe256uL5Y2z5Yig6Zmk5Li05pe25paH5Lu2CnRyYXAgJ3JtIC1mICIkVE1QX0FQSyInIEVYSVQgU0lHSU5UIFNJR1RFUk0KCktTVV9ESVI9Ii9kYXRhL2FkYi9rc3UiCk1PRF9ESVI9Ii9kYXRhL2FkYi9tb2R1bGVzIgoKIyDojrflj5bmnKzmrKHlvIDmnLrnmoTllK/kuIDmoIfor4YKQk9PVF9JRD0kKGNhdCAvcHJvYy9zeXMva2VybmVsL3JhbmRvbS9ib290X2lkKQoKaWYgWyAhIC1kICIkV09SS19ESVIiIF07IHRoZW4KICAgIG1rZGlyIC1wICIkV09SS19ESVIiCiAgICBjaG1vZCA3NTUgIiRXT1JLX0RJUiIKZmkKCiMg5Yib5bu65qih5Z2X6ZSB5a2Y5pS+55uu5b2VCmlmIFsgISAtZCAiJE1PRF9MT0NLX0RJUiIgXTsgdGhlbgogICAgbWtkaXIgLXAgIiRNT0RfTE9DS19ESVIiCiAgICBjaG1vZCA3NTUgIiRNT0RfTE9DS19ESVIiCmZpCgojIDEuIOaJp+ihjOWFqOWxgOWIneWni+WMlumAu+i+kQoiJEtTVV9ESVIvYmluL2tzdWQiIHBvc3QtZnMtZGF0YSA+L2Rldi9udWxsIDI+JjEKWyAtTCAiJEtTVV9ESVIvYmluL21hZ2lzayIgXSAmJiBybSAtZiAiJEtTVV9ESVIvYmluL21hZ2lzayIKCiMgMi4g5qC45b+D6YC76L6R77ya5oyJ5qih5Z2X57KS5bqm5ouJ6LW36L+b56iL77yM5L2/55SoIEJvb3QgSUQg5qCh6aqMCmZvciBtb2QgaW4gIiRNT0RfRElSIi8qOyBkbwogICAgTU9EX0lEPSQoYmFzZW5hbWUgIiRtb2QiKQoKICAgICMg5o6S6Zmk5LiN5piv55uu5b2V55qE5oOF5Ya15oiW5bey56aB55So55qE5qih5Z2XCiAgICBbICEgLWQgIiRtb2QiIF0gJiYgY29udGludWUKICAgIFsgLWYgIiRtb2QvZGlzYWJsZSIgXSAmJiBjb250aW51ZQogICAgWyAtZiAiJG1vZC9yZW1vdmUiIF0gJiYgY29udGludWUKCiAgICBpZiBbIC1mICIkbW9kL3NlcnZpY2Uuc2giIF07IHRoZW4KICAgICAgICBMT0NLX0ZJTEU9IiRNT0RfTE9DS19ESVIvJE1PRF9JRCIKICAgICAgICBORUVEX1NUQVJUPXRydWUKCiAgICAgICAgIyDlpoLmnpzplIHmlofku7blrZjlnKjvvIzmr5Tlr7kgQm9vdCBJRAogICAgICAgIGlmIFsgLWYgIiRMT0NLX0ZJTEUiIF07IHRoZW4KICAgICAgICAgICAgU0FWRURfQk9PVF9JRD0kKGNhdCAiJExPQ0tfRklMRSIpCiAgICAgICAgICAgIGlmIFsgIiRTQVZFRF9CT09UX0lEIiA9ICIkQk9PVF9JRCIgXTsgdGhlbgogICAgICAgICAgICAgICAgIyBJRCDkuIDoh7TvvIzor7TmmI7mnKzmrKHlvIDmnLrlt7Lnu4/lkK/liqjov4fkuobvvIzot7Pov4cKICAgICAgICAgICAgICAgIE5FRURfU1RBUlQ9ZmFsc2UKICAgICAgICAgICAgZmkKICAgICAgICBmaQoKICAgICAgICAjIOWmguaenOmcgOimgeWQr+WKqO+8iOaWsOaooeWdl++8jOaIluiAheS4iuasoemHjeWQr+mBl+eVmeeahOaXp+mUge+8iQogICAgICAgIGlmIFsgIiRORUVEX1NUQVJUIiA9IHRydWUgXTsgdGhlbgogICAgICAgICAgICBlY2hvICJTdGFydGluZyBtb2R1bGU6ICRNT0RfSUQiCiAgICAgICAgICAgICMg5ZCO5Y+w6L+Q6KGM5qih5Z2X6L+b56iLCiAgICAgICAgICAgIHNoICIkbW9kL3NlcnZpY2Uuc2giID4vZGV2L251bGwgMj4mMSAmCgogICAgICAgICAgICAjIOabtOaWsC/liJvlu7rplIHmlofku7bvvIzlhpnlhaXmnKzmrKHlvIDmnLrnmoQgQm9vdCBJRAogICAgICAgICAgICBlY2hvICIkQk9PVF9JRCIgPiAiJExPQ0tfRklMRSIKICAgICAgICBmaQogICAgZmkKZG9uZQoKIyAzLiDlkYrnn6UgS1NVIOeOr+Wig+W3suWwsee7qgoiJEtTVV9ESVIvYmluL2tzdWQiIGJvb3QtY29tcGxldGVkID4vZGV2L251bGwgMj4mMQoKIyA0LiDopobnm5blronoo4UgTWFuYWdlciAo6Kem5Y+R6K+G5YirKQpBUEtfUEFUSD0kKHBtIHBhdGggbWUud2Vpc2h1Lmtlcm5lbHN1IDI+L2Rldi9udWxsIHwgaGVhZCAtMSB8IGN1dCAtZDogLWYyKQppZiBbIC1uICIkQVBLX1BBVEgiIF07IHRoZW4KICAgIGNwICIkQVBLX1BBVEgiICIkVE1QX0FQSyIKICAgIGNobW9kIDY0NCAiJFRNUF9BUEsiCiAgICBjaGNvbiB1Om9iamVjdF9yOmFwa19kYXRhX2ZpbGU6czAgIiRUTVBfQVBLIiAyPi9kZXYvbnVsbAogICAgcG0gaW5zdGFsbCAtciAiJFRNUF9BUEsiID4vZGV2L251bGwgMj4mMQpmaQo=
0x20B948	0xECA7C	0x2BCC90	0x4C711	12	14	1.000	__KSUD_JSON__
0x20BBAC	0xECA9C	0x2BCCA4	0x4C759	12	42	1.000	[SUS] 使用新版 ksud JSON 配置后端
0x20BE30	0xECC14	0x2BCCD4	0x4C7B8	30	60	1.000	[INFO] 未检测到 SUS 管理器，放弃执行 SUS 脚本
0x20C00C	0xECC60	0x2BCD14	0x4C84D	26	38	1.000	[SUS] 使用旧版 XML 配置后端: 
0x20C250	0xECE58	0x2BCD40	0x4C8C4	16	81	1.000	[SUS] 配置已写入，正在重启月虹主进程以重新加载 SUS 路径...
0x20C498	0xECF54	0x2BCD98	0x4C947	18	37	1.000	[SUS] 配置 SUS 路径失败，ret=
0x20D51C	0xF264C	0x2BFFEC	0x4FD79	27	16	1.000	/system/bin/sh 
0x20D788	0xF26FC	0x2C0000	0x4FDD7	8	39	1.000	✅ KPM 嵌入完成，重启后生效
0x20DA4C	0xF2744	0x2C002C	0x4FE3F	26	68	1.000	❌ KPM 嵌入失败，已跳过，不影响模块刷入；日志: 
0x20DB5C	0xF2788	0x2C0074	0x4FED0	19	22	1.000	/apatch_kpm_embed.log
0x20E094	0xF2C6C	0x2C00AC	0x4FF76	10	24	1.000	/apatch_exclude_sync.sh
0x20E1A4	0xF2C90	0x2C00C8	0x4FFB1	12	1817	1.000	"#!/system/bin/sh\nCFG=""/data/adb/ap/package_config""\nPKGS=""/data/system/packages.list""\nAPD=""/data/adb/apd""\n[ -x ""$APD"" ] || APD=""/data/adb/ap/bin/apd""\n[ -f /data/adb/ap/APatch ] || exit 0\n[ -f ""$PKGS"" ] || exit 0\nmkdir -p /data/adb/ap\nTMP=""${CFG}.tmp.yhyc""\nALLOW=""/data/adb/YH/YH_YC/tmp/apatch_allow_uid.tmp""\n: > ""$ALLOW""\necho 'pkg,exclude,allow,uid,to_uid,sctx' > ""$TMP""\n\n# 固定跳过 APatch / FolkPatch 管理器，避免管理器自身被写入排除修改。\nfor p in me.bmax.apatch me.yuki.folk; do\n  u=$(awk -v p=""$p"" '$1==p {print $2; exit}' ""$PKGS"" 2>/dev/null)\n  [ -n ""$u"" ] && echo ""$u"" >> ""$ALLOW""\ndone\n\n# 保留 APatch 已授权 Root 的应用；同时按当前 packages.list 修正 UID。\nawk -F, -v pkgs=""$PKGS"" -v allow=""$ALLOW"" '\nBEGIN {\n  while ((getline l < pkgs) > 0) { split(l,a,"" ""); uid[a[1]]=a[2]; }\n}\nNR>1 && $3==1 && ($1 in uid) {\n  s=$6; if (s=="""") s=""u:r:magisk:s0"";\n  print $1"",0,1,""uid[$1]"",""$5"",""s;\n  print uid[$1] >> allow;\n}' ""$CFG"" 2>/dev/null >> ""$TMP""\n\n# 其他普通应用全部写入 exclude=1, allow=0。\nawk 'NR==FNR { allow[$1]=1; next } $2>=10000 && !allow[$2] { print $1"",1,0,""$2"",0,u:r:magisk:s0"" }' ""$ALLOW"" ""$PKGS"" >> ""$TMP""\n\nCHANGED=1\ncmp -s ""$CFG"" ""$TMP"" 2>/dev/null && CHANGED=0\nif [ ""$CHANGED"" = 1 ]; then\n  mv -f ""$TMP"" ""$CFG"" || exit 0\n  chmod 0644 ""$CFG"" 2>/dev/null\n  chown root:root ""$CFG"" 2>/dev/null\nelse\n  rm -f ""$TMP""\nfi\n\n# APatch package_config 方案不在模块内强制重启 uid-listener。\n# 部分设备在模块启用/开机阶段重启 APatch 监听进程会触发系统重启；这里只同步配置，避免主动拉起/杀死 apd。\nif [ ""$3"" != ""supercall"" ] && { [ ""$CHANGED"" = 1 ] || [ ""$1"" = ""force"" ]; }; then\n  echo ""APatch package_config 已同步；为降低重启风险，本模块不强制重启 uid-listener"" >/dev/null 2>&1\nfi\nexit 0\n"
0x20E420	0xF2D28	0x2C07E8	0x50700	31	7	1.000	 force
0x20E5DC	0xF2D40	0x2C07F4	0x50757	22	8	1.000	 normal
0x20ED7C	0xF4518	0x2C0854	0x508A6	15	1668	1.000	"#!/system/bin/sh\nROOT_TYPE=""$1""\nACTION=""$2""\nPKG_DATA=""$3""\nBASE=""/data/adb/YH/YH_YC""\nLOG=""$BASE/log/magisk_su.log""\nPKGS=""/data/system/packages.list""\nFIXED_WEBUI=""io.github.a13e300.ksuwebui""\nmkdir -p ""$BASE/log""\nlog(){ echo ""[MagiskSU] $*""; echo ""[$(date '+%F %T')] $*"" >> ""$LOG""; }\nlog_file_only(){ echo ""[$(date '+%F %T')] $*"" >> ""$LOG""; }\n\n[ ""$ROOT_TYPE"" = ""Magisk"" ] || exit 0\n\nMAGISK_BIN=""""\nfor b in /data/adb/magisk/magisk /sbin/magisk /debug_ramdisk/magisk /system/bin/magisk; do\n  [ -x ""$b"" ] && { MAGISK_BIN=""$b""; break; }\ndone\n[ -n ""$MAGISK_BIN"" ] || MAGISK_BIN=$(command -v magisk 2>/dev/null | head -n 1)\n[ -n ""$MAGISK_BIN"" ] && [ -x ""$MAGISK_BIN"" ] || { log ""❌ 未找到 magisk 命令，跳过 Root 授权""; exit 1; }\n[ -f ""$PKGS"" ] || { log ""❌ 未找到 $PKGS，跳过 Root 授权""; exit 1; }\n\nuid_for_pkg(){\n  awk -v p=""$1"" '$1 == p { print $2; exit }' ""$PKGS"" 2>/dev/null\n}\n\ngrant_pkg(){\n  pkg=""$1""\n  [ -n ""$pkg"" ] || return 0\n  uid=$(uid_for_pkg ""$pkg"")\n  case ""$uid"" in ''|*[!0-9]*) log ""⚠️ 未找到 UID，跳过: $pkg""; return 1 ;; esac\n  [ ""$uid"" -ge 10000 ] 2>/dev/null || { log ""⚠️ 非普通应用 UID，跳过: $pkg uid=$uid""; return 1; }\n\n  if ""$MAGISK_BIN"" --sqlite ""REPLACE INTO policies (uid, policy, until, logging, notification) VALUES ($uid, 2, 0, 1, 1);"" >/dev/null 2>&1; then\n    log ""✅ Root授权成功: $pkg uid=$uid""\n  else\n    log ""❌ Root授权失败: $pkg uid=$uid""\n    return 1\n  fi\n}\n\ncase ""$ACTION"" in\n  grant-fixed)\n    log ""固定授权 WebUI: $FIXED_WEBUI""\n    grant_pkg ""$FIXED_WEBUI""\n    ;;\n  grant)\n    grant_pkg ""$PKG_DATA""\n    ;;\n  *)\n    log ""❌ 未知 MagiskSU 操作: $ACTION""\n    exit 1\n    ;;\nesac\n"
0x20EE60	0xF4710	0x2C0EDC	0x50F75	14	14	1.000	magisk_su.log
0x20F640	0xF494C	0x2C0F30	0x51086	26	12	1.000	grant-fixed
0x20F738	0xF49A8	0x2C0F40	0x510D4	21	73	1.000	⚠️ Magisk Root 固定授权未完成，继续后续流程；日志: 
0x20F8D0	0xF49E4	0x2C0F90	0x51165	20	15	1.000	/magisk_su.log
0x210014	0xF4A68	0x2C0FEC	0x5126B	22	8	1.000	zdgbkfq
0x21037C	0xF4BB4	0x2C0FF8	0x512BE	22	42	1.000	正在关闭 USB 调试与开发者模式
0x210600	0xF4C68	0x2C1028	0x51316	25	44	1.000	关闭调试模式执行完成：USB调试=
0x210800	0xF4C14	0x2C1058	0x5138B	19	7	1.000	未知
0x210BF0	0xF4DBC	0x2C107C	0x51412	27	17	1.000	，实际写入=
0x21127C	0xF4EBC	0x2C109C	0x5149B	21	4	1.000	否
0x2114B4	0xF4B04	0x2C10A4	0x514CD	10	4	1.000	=on
0x211710	0xF5E88	0x2C10AC	0x51508	25	53	1.000	隐藏应用外部数据包名缓存已刷新，共 
0x2119DC	0xF7350	0x2C10F4	0x515BC	30	2	1.000	.
0x211B8C	0xF73BC	0x2C10FC	0x515F4	29	3	1.000	..
0x21259C	0xF8250	0x2C1118	0x516A2	8	9	1.000	download
0x212750	0xF8280	0x2C1128	0x516DD	31	4	1.000	log
0x212A50	0xF82B0	0x2C1130	0x51718	27	4	1.000	pkg
0x212B30	0xF82E8	0x2C1138	0x51765	15	4	1.000	lib
0x212D6C	0xF8318	0x2C1140	0x517A4	20	12	1.000	vbmeta.hash
0x212FC8	0xF89E0	0x2C1150	0x517EC	29	10	1.000	ksu_task_
0x213168	0xF8B7C	0x2C1160	0x51850	20	8	1.000	run_tmp
0x213278	0xF8BF0	0x2C116C	0x518A7	21	5	1.000	tmp_
0x21353C	0xF8DD0	0x2C1178	0x518EA	15	15	1.000	ycyy_config.sh
0x2139E0	0xF8F00	0x2C11A0	0x5196B	30	7	1.000	sus.sh
0x213B94	0xF9020	0x2C11AC	0x519C7	22	10	1.000	thanox.sh
0x213E80	0xF9260	0x2C11BC	0x519FB	16	14	1.000	ksu_susfs.b64
0x213F64	0xF92B4	0x2C11D0	0x51A4E	16	10	1.000	ksu_susfs
0x2141C4	0xF930C	0x2C11E0	0x51A8E	11	19	1.000	.ksu_susfs_runtime
0x21436C	0xF93F8	0x2C11F8	0x51ACA	17	10	1.000	nohup.out
0x214980	0xF954C	0x2C1220	0x51B72	27	5	1.000	.old
0x215404	0xFBE08	0x2C1278	0x51D0C	8	28	1.000	周期垃圾清理完成：
0x215E2C	0xFC344	0x2C12D0	0x51E47	17	32	1.000	/proc/sys/kernel/random/boot_id
0x2164C0	0xFE540	0x2C130C	0x51EE9	19	19	1.000	sys.boot_completed
0x216904	0xFC76C	0x2C1330	0x51F91	10	15	1.000	boot_once_done
0x216B4C	0xFCF5C	0x2C1344	0x51FD9	25	21	1.000	/proc/self/mountinfo
0x216C38	0xFCF94	0x2C1360	0x52032	11	13	1.000	/proc/mounts
0x216D30	0xFD6A8	0x2C1374	0x52062	28	18	1.000	/storage/emulated
0x216E3C	0xFD710	0x2C138C	0x520B9	20	20	1.000	/storage/emulated/0
0x216FEC	0xFD76C	0x2C13A4	0x5210B	21	21	1.000	/mnt/user/0/emulated
0x2171A4	0xFD83C	0x2C13C0	0x52146	20	30	1.000	/mnt/runtime/default/emulated
0x217770	0xFD964	0x2C1404	0x521FC	25	28	1.000	/mnt/runtime/write/emulated
0x217D3C	0xFE130	0x2C1438	0x522BB	29	28	1.000	等待内部存储挂载...
0x2188A0	0xFE498	0x2C14E8	0x52402	13	28	1.000	等待系统启动完成...
0x218AFC	0xFE778	0x2C1508	0x52442	9	70	1.000	当前 boot_id 的开机一次性任务已执行，跳过重复运行
0x218BD0	0xFE8A8	0x2C1554	0x524A3	16	34	1.000	开始执行开机一次性任务
0x218D64	0xFE964	0x2C157C	0x524FD	27	24	1.000	执行 zax 属性修改
0x21900C	0xFEADC	0x2C15D0	0x525DA	30	17	1.000	设置 哈希值
0x219450	0xFEBB0	0x2C1614	0x52673	10	34	1.000	开机一次性任务执行完成
0x2196B4	0x102260	0x2C163C	0x526B9	25	22	1.000	/sdcard/Android/data/
0x219798	0x102290	0x2C1658	0x52717	29	28	1.000	/data/media/0/Android/data/
0x219950	0x102358	0x2C1678	0x5278A	10	64	1.000	主动清理: 已移除隐藏应用的历史外部数据目录 
0x219FB8	0x102868	0x2C16E4	0x52860	29	64	1.000	等待/data/app 新增应用事件时同步 APatch 排除修改
0x21A4F8	0x10339C	0x2C1780	0x52964	14	22	1.000	网络暂不可用，
0x21AC1C	0x11EA98	0x2C17B0	0x52A03	24	7	1.000	zdyxmy
0x21B584	0x105B5C	0x2C1940	0x52D06	29	4	1.000	0.0
0x21B72C	0x105F14	0x2C1948	0x52D5A	26	9	1.000	getprop 
0x21B828	0x106890	0x2C1958	0x52DB3	23	18	1.000	prop_check_status
0x21B9DC	0x1068A8	0x2C1970	0x52DFF	18	3	1.000	ok
0x21BBB0	0x106930	0x2C1978	0x52E44	9	18	1.000	prop_check_source
0x21C744	0x107948	0x2C19E0	0x52FAC	16	31	1.000	 属性设置后回读失败: 
0x21CD60	0x101444	0x2C1A14	0x53036	23	9	1.000	 实际=
0x21CE5C	0x101480	0x2C1A24	0x53068	15	8	1.000	<empty>
0x21D0D4	0x107F24	0x2C1A30	0x530AB	16	22	1.000	 属性回读失败: 
0x21D1E4	0x101198	0x2C1A4C	0x530F5	29	37	1.000	(resetprop -n ro.boot.vbmeta.digest 
0x21D598	0x1011BC	0x2C1A78	0x5314E	31	58	1.000	 || /data/adb/ksu/bin/resetprop -n ro.boot.vbmeta.digest 
0x21D8AC	0x101210	0x2C1AB8	0x531CF	31	18	1.000	) >/dev/null 2>&1
0x21DAE8	0x101278	0x2C1AD0	0x53216	18	22	1.000	ro.boot.vbmeta.digest
0x21E0DC	0x109014	0x2C1B34	0x53315	23	27	1.000	/data/media/0/Android/data
0x21E33C	0x109994	0x2C1B54	0x53382	12	11	1.000	"""sus_path"""
0x21E4EC	0x10AD30	0x2C1B64	0x533D6	21	32	1.000	SUSFS JSON 配置解析完成: 
0x21E750	0x10D698	0x2C1B88	0x53424	27	20	1.000	 个路径, 跳过 
0x21E9A0	0x10D730	0x2C1BA0	0x53484	14	5	1.000	 个
