URL	分类	出现位置
http://10.0.2.2:8969/stream	静态 URL 字符串	smali/n3.1.smali
http://localhost:8969/stream	静态 URL 字符串	smali/n3.1.smali
http://ns.adobe.com/xap/1.0/	静态 URL 字符串	smali/Fg.smali
http://schemas.android.com/aapt	Android XML 命名空间	res/drawable/$avd_hide_password__0.xml; res/drawable/$avd_hide_password__1.xml; res/drawable/$avd_hide_password__2.xml; res/drawable/$avd_show_password__0.xml; res/drawable/$avd_show_password__1.xml; res/drawable/$avd_show_password__2.xml; res/drawable/$m3_avd_hide_password__0.xml; res/drawable/$m3_avd_hide_password__1.xml; res/drawable/$m3_avd_hide_password__2.xml; res/drawable/$m3_avd_show_password__0.xml; res/drawable/$m3_avd_show_password__1.xml; res/drawable/$m3_avd_show_password__2.xml; res/drawable/$mtrl_checkbox_button_checked_unchecked__0.xml; res/drawable/$mtrl_checkbox_button_checked_unchecked__1.xml; res/drawable/$mtrl_checkbox_button_checked_unchecked__2.xml; res/drawable/$mtrl_checkbox_button_icon_checked_indeterminate__0.xml; res/drawable/$mtrl_checkbox_button_icon_checked_unchecked__0.xml; res/drawable/$mtrl_checkbox_button_icon_checked_unchecked__1.xml; res/drawable/$mtrl_checkbox_button_icon_checked_unchecked__2.xml; res/drawable/$mtrl_checkbox_button_icon_indeterminate_checked__0.xml; res/drawable/$mtrl_checkbox_button_icon_indeterminate_unchecked__0.xml; res/drawable/$mtrl_checkbox_button_icon_indeterminate_unchecked__1.xml; res/drawable/$mtrl_checkbox_button_icon_indeterminate_unchecked__2.xml; res/drawable/$mtrl_checkbox_button_icon_unchecked_checked__0.xml; res/drawable/$mtrl_checkbox_button_icon_unchecked_checked__1.xml; res/drawable/$mtrl_checkbox_button_icon_unchecked_checked__2.xml; res/drawable/$mtrl_checkbox_button_icon_unchecked_indeterminate__0.xml; res/drawable/$mtrl_checkbox_button_icon_unchecked_indeterminate__1.xml; res/drawable/$mtrl_checkbox_button_icon_unchecked_indeterminate__2.xml; res/drawable/$mtrl_checkbox_button_unchecked_checked__0.xml; res/drawable/$mtrl_checkbox_button_unchecked_checked__1.xml; res/drawable/$mtrl_checkbox_button_unchecked_checked__2.xml; res/drawable/$mtrl_switch_thumb_checked_pressed__0.xml; res/drawable/$mtrl_switch_thumb_checked_unchecked__0.xml; res/drawable/$mtrl_switch_thumb_checked_unchecked__1.xml; res/drawable/$mtrl_switch_thumb_pressed_checked__0.xml; res/drawable/$mtrl_switch_thumb_pressed_unchecked__0.xml; res/drawable/$mtrl_switch_thumb_unchecked_checked__0.xml; res/drawable/$mtrl_switch_thumb_unchecked_checked__1.xml; res/drawable/$mtrl_switch_thumb_unchecked_pressed__0.xml; res/drawable/avd_hide_password.xml; res/drawable/avd_show_password.xml; res/drawable/m3_avd_hide_password.xml; res/drawable/m3_avd_show_password.xml; res/drawable/mtrl_checkbox_button_checked_unchecked.xml; res/drawable/mtrl_checkbox_button_icon_checked_indeterminate.xml; res/drawable/mtrl_checkbox_button_icon_checked_unchecked.xml; res/drawable/mtrl_checkbox_button_icon_indeterminate_checked.xml; res/drawable/mtrl_checkbox_button_icon_indeterminate_unchecked.xml; res/drawable/mtrl_checkbox_button_icon_unchecked_checked.xml; res/drawable/mtrl_checkbox_button_icon_unchecked_indeterminate.xml; res/drawable/mtrl_checkbox_button_unchecked_checked.xml; res/drawable/mtrl_switch_thumb_checked_pressed.xml; res/drawable/mtrl_switch_thumb_checked_unchecked.xml; res/drawable/mtrl_switch_thumb_pressed_checked.xml; res/drawable/mtrl_switch_thumb_pressed_unchecked.xml; res/drawable/mtrl_switch_thumb_unchecked_checked.xml; res/drawable/mtrl_switch_thumb_unchecked_pressed.xml
http://schemas.android.com/apk/res-auto	Android XML 命名空间	res/animator/design_appbar_state_list_animator.xml; res/animator/m3_appbar_state_list_animator.xml; res/animator/m3_card_elevated_state_list_anim.xml; res/animator/m3_card_state_list_anim.xml; res/animator/mtrl_card_state_list_anim.xml; res/color/m3_card_foreground_color.xml; res/color/m3_card_stroke_color.xml; res/color/m3_checkbox_button_icon_tint.xml; res/color/m3_checkbox_button_tint.xml; res/color/mtrl_card_view_foreground.xml; res/color/mtrl_card_view_ripple.xml; res/drawable/mtrl_checkbox_button.xml; res/drawable/mtrl_checkbox_button_icon.xml; res/drawable/mtrl_switch_thumb.xml; res/layout-land/material_clock_period_toggle_land.xml; res/layout-land/material_timepicker.xml; res/layout/abc_action_menu_layout.xml; res/layout/abc_action_mode_close_item_material.xml; res/layout/abc_alert_dialog_material.xml; res/layout/abc_screen_toolbar.xml; res/layout/abc_select_dialog_material.xml; res/layout/m3_alert_dialog.xml; res/layout/material_clock_period_toggle.xml; res/layout/material_clockface_view.xml; res/layout/material_radial_view_group.xml; res/layout/material_time_input.xml; res/layout/material_timepicker.xml; res/layout/mtrl_alert_select_dialog_multichoice.xml; res/layout/mtrl_alert_select_dialog_singlechoice.xml; res/layout/mtrl_calendar_month_navigation.xml; res/layout/mtrl_picker_header_fullscreen.xml; res/layout/mtrl_picker_header_selection_text.xml; res/layout/mtrl_picker_header_title_text.xml; res/layout/notification_media_cancel_action.xml; res/xml/m3_button_group_child_size_change.xml; res/xml/m3_split_button_inner_corner_size_state_list.xml; smali/com/google/android/material/chip/Chip.smali
